datetime,home_team,away_team,home_goal,away_goal,season,round,saldo_casa,saldo_casa_contra,saldo_visitante,saldo_visitante_contra,result
2020-09-20T16:00:00Z,Gremio-RS,Palmeiras-SP,1,1,2020,11,896,639,886,688,1
2020-09-20T16:00:00Z,Coritiba-PR,Vasco da Gama-RJ,1,0,2020,11,541,636,539,665,3
2020-09-20T18:15:00Z,Botafogo-RJ,Santos-SP,0,0,2020,11,648,697,919,699,1
2020-09-20T20:30:00Z,Sport-PE,Fluminense-RJ,1,0,2020,11,582,720,845,816,3
2020-10-13T18:00:00Z,Flamengo-RJ,Goias-GO,2,1,2020,11,990,760,396,477,3
2020-09-23T21:30:00Z,Sport-PE,Corinthians-SP,1,0,2020,12,583,720,844,626,3
2020-09-26T19:00:00Z,Internacional-RS,Sao Paulo-SP,1,1,2020,12,755,645,881,718,1
2020-09-26T19:00:00Z,Atletico-PR,Bahia-BA,1,0,2020,12,768,657,580,652,3
2020-09-26T21:00:00Z,Atletico-MG,Gremio-RS,3,1,2020,12,971,762,897,642,3
2020-09-27T11:00:00Z,Vasco da Gama-RJ,Red Bull Bragantino-SP,1,1,2020,12,540,666,120,105,1
2020-09-27T16:00:00Z,Palmeiras-SP,Flamengo-RJ,1,1,2020,12,887,689,991,761,1
2020-09-27T18:15:00Z,Ceara-CE,Goias-GO,2,2,2020,12,243,265,398,479,1
2020-09-27T18:15:00Z,Atletico-GO,Botafogo-RJ,1,1,2020,12,236,343,649,698,1
2020-09-27T20:30:00Z,Santos-SP,Fortaleza-CE,1,1,2020,12,920,700,190,197,1
2020-09-28T20:00:00Z,Fluminense-RJ,Coritiba-PR,4,0,2020,12,849,816,541,640,3
2020-10-03T17:00:00Z,Gremio-RS,Internacional-RS,1,1,2020,13,898,643,756,646,1
2020-10-03T19:00:00Z,Palmeiras-SP,Ceara-CE,2,1,2020,13,889,690,244,267,3
2020-10-03T21:00:00Z,Red Bull Bragantino-SP,Corinthians-SP,0,0,2020,13,120,105,844,626,1
2020-10-04T11:00:00Z,Botafogo-RJ,Fluminense-RJ,1,1,2020,13,650,699,850,817,1
2020-10-04T16:00:00Z,Coritiba-PR,Sao Paulo-SP,1,1,2020,13,542,641,882,719,1
2020-10-04T16:00:00Z,Flamengo-RJ,Atletico-PR,3,1,2020,13,994,762,769,660,3
2020-10-04T18:15:00Z,Bahia-BA,Sport-PE,1,2,2020,13,581,654,585,721,0
2020-10-04T18:15:00Z,Fortaleza-CE,Atletico-GO,0,0,2020,13,190,197,236,343,1
2020-10-04T18:15:00Z,Goias-GO,Santos-SP,2,3,2020,13,400,482,923,702,0
2020-10-04T20:30:00Z,Atletico-MG,Vasco da Gama-RJ,4,1,2020,13,975,763,541,670,3
2020-10-07T19:00:00Z,Corinthians-SP,Santos-SP,1,1,2020,14,845,627,924,703,1
2020-10-07T19:15:00Z,Flamengo-RJ,Sport-PE,3,0,2020,14,997,762,585,724,3
2020-10-07T19:15:00Z,Bahia-BA,Vasco da Gama-RJ,3,0,2020,14,584,654,541,673,3
2020-10-07T19:15:00Z,Gremio-RS,Coritiba-PR,2,1,2020,14,900,644,543,643,3
2020-10-07T20:30:00Z,Sao Paulo-SP,Atletico-GO,3,0,2020,14,885,719,236,346,3
2020-10-07T20:30:00Z,Goias-GO,Fluminense-RJ,2,4,2020,14,402,486,854,819,0
2020-10-07T21:30:00Z,Botafogo-RJ,Palmeiras-SP,2,1,2020,14,652,700,890,692,3
2020-10-07T21:30:00Z,Fortaleza-CE,Atletico-MG,2,1,2020,14,192,198,976,765,3
2020-10-08T19:00:00Z,Atletico-PR,Ceara-CE,0,0,2020,14,769,660,244,267,1
2020-10-08T21:00:00Z,Red Bull Bragantino-SP,Internacional-RS,0,2,2020,14,120,107,758,646,0
2020-10-10T17:00:00Z,Vasco da Gama-RJ,Flamengo-RJ,1,2,2020,15,542,675,999,763,0
2020-10-10T19:00:00Z,Palmeiras-SP,Sao Paulo-SP,0,2,2020,15,890,694,887,719,0
2020-10-10T19:00:00Z,Coritiba-PR,Fortaleza-CE,0,0,2020,15,543,643,192,198,1
2020-10-10T21:00:00Z,Atletico-MG,Goias-GO,3,0,2020,15,979,765,402,489,3
2020-10-11T16:00:00Z,Santos-SP,Gremio-RS,2,1,2020,15,926,704,901,646,3
2020-10-11T16:00:00Z,Fluminense-RJ,Bahia-BA,1,0,2020,15,855,819,584,655,3
2020-10-11T18:15:00Z,Atletico-GO,Red Bull Bragantino-SP,2,1,2020,15,238,347,121,109,3
2020-10-11T18:15:00Z,Sport-PE,Botafogo-RJ,1,2,2020,15,586,726,654,701,0
2020-10-11T20:30:00Z,Internacional-RS,Atletico-PR,2,1,2020,15,760,647,770,662,3
2020-10-11T20:30:00Z,Ceara-CE,Corinthians-SP,2,1,2020,15,246,268,846,629,3
2020-10-14T18:00:00Z,Palmeiras-SP,Coritiba-PR,1,3,2020,16,891,697,546,644,0
2020-10-14T19:15:00Z,Gremio-RS,Botafogo-RJ,3,1,2020,16,904,647,655,704,3
2020-10-14T20:30:00Z,Santos-SP,Atletico-GO,0,1,2020,16,926,705,239,347,0
2020-10-14T21:30:00Z,Atletico-PR,Corinthians-SP,0,1,2020,16,770,663,847,629,0
2020-10-14T21:30:00Z,Atletico-MG,Fluminense-RJ,1,1,2020,16,980,766,856,820,1
2020-10-14T21:30:00Z,Sport-PE,Internacional-RS,3,5,2020,16,589,731,765,650,0
2020-10-15T20:00:00Z,Flamengo-RJ,Red Bull Bragantino-SP,1,1,2020,16,1000,764,122,110,1
2020-10-16T20:00:00Z,Goias-GO,Bahia-BA,1,1,2020,16,403,490,585,656,1
2020-11-19T19:00:00Z,Vasco da Gama-RJ,Fortaleza-CE,0,0,2020,16,542,675,192,198,1
2020-11-25T19:15:00Z,Ceara-CE,Sao Paulo-SP,1,1,2020,16,247,269,888,720,1
2020-10-17T19:00:00Z,Atletico-GO,Atletico-PR,1,1,2020,17,240,348,771,664,1
2020-10-17T19:00:00Z,Fluminense-RJ,Ceara-CE,2,2,2020,17,858,822,249,271,1
2020-10-17T19:00:00Z,Coritiba-PR,Santos-SP,1,2,2020,17,547,646,928,706,0
2020-10-17T21:00:00Z,Sao Paulo-SP,Gremio-RS,0,0,2020,17,888,720,904,647,1
2020-10-18T16:00:00Z,Corinthians-SP,Flamengo-RJ,1,5,2020,17,848,634,1005,765,0
2020-10-18T18:15:00Z,Internacional-RS,Vasco da Gama-RJ,2,0,2020,17,767,650,542,677,3
2020-10-18T20:30:00Z,Red Bull Bragantino-SP,Sport-PE,2,0,2020,17,124,110,589,733,3
2020-10-18T20:30:00Z,Fortaleza-CE,Palmeiras-SP,2,0,2020,17,194,198,891,699,3
2020-10-19T20:00:00Z,Bahia-BA,Atletico-MG,3,1,2020,17,588,657,981,769,3
2020-10-19T20:00:00Z,Botafogo-RJ,Goias-GO,0,0,2020,17,655,704,403,490,1
2020-10-21T21:30:00Z,Vasco da Gama-RJ,Corinthians-SP,1,2,2020,18,543,679,850,635,0
2020-10-24T17:00:00Z,Red Bull Bragantino-SP,Goias-GO,2,0,2020,18,126,110,403,492,3
2020-10-24T19:00:00Z,Ceara-CE,Coritiba-PR,2,1,2020,18,251,272,548,648,3
2020-10-24T21:00:00Z,Atletico-MG,Sport-PE,0,0,2020,18,981,769,589,733,1
2020-10-25T16:00:00Z,Atletico-GO,Palmeiras-SP,0,3,2020,18,240,351,894,699,0
2020-10-25T16:00:00Z,Fluminense-RJ,Santos-SP,3,1,2020,18,861,823,929,709,3
2020-10-25T18:15:00Z,Atletico-PR,Gremio-RS,1,2,2020,18,772,666,906,648,0
2020-10-25T18:15:00Z,Internacional-RS,Flamengo-RJ,2,2,2020,18,769,652,1007,767,1
2020-11-11T18:45:00Z,Bahia-BA,Fortaleza-CE,2,1,2020,18,590,658,195,200,3
2020-12-09T21:30:00Z,Sao Paulo-SP,Botafogo-RJ,4,0,2020,18,892,720,655,708,3
2020-10-31T17:00:00Z,Botafogo-RJ,Ceara-CE,2,2,2020,19,657,710,253,274,1
2020-10-31T19:00:00Z,Corinthians-SP,Internacional-RS,1,0,2020,19,851,635,769,653,3
2020-10-31T19:00:00Z,Coritiba-PR,Atletico-GO,1,0,2020,19,549,648,240,352,3
2020-10-31T21:00:00Z,Fortaleza-CE,Fluminense-RJ,0,1,2020,19,195,201,862,823,0
2020-11-01T16:00:00Z,Sport-PE,Atletico-PR,1,0,2020,19,590,733,772,667,3
2020-11-01T16:00:00Z,Flamengo-RJ,Sao Paulo-SP,1,4,2020,19,1008,771,896,721,0
2020-11-01T18:15:00Z,Santos-SP,Bahia-BA,3,1,2020,19,932,710,591,661,3
2020-11-01T20:30:00Z,Goias-GO,Vasco da Gama-RJ,1,1,2020,19,404,493,544,680,1
2020-11-02T17:00:00Z,Palmeiras-SP,Atletico-MG,3,0,2020,19,897,699,981,772,3
2020-11-02T20:00:00Z,Gremio-RS,Red Bull Bragantino-SP,2,1,2020,19,908,649,127,112,3
2020-11-07T18:00:00Z,Atletico-PR,Fortaleza-CE,2,1,2020,20,774,668,196,203,3
2020-11-07T19:00:00Z,Sao Paulo-SP,Goias-GO,2,1,2020,20,898,722,405,495,3
2020-11-07T21:00:00Z,Atletico-GO,Corinthians-SP,1,1,2020,20,241,353,852,636,1
2020-11-08T16:00:00Z,Internacional-RS,Coritiba-PR,2,2,2020,20,771,655,551,650,1
2020-11-08T16:00:00Z,Vasco da Gama-RJ,Palmeiras-SP,0,1,2020,20,544,681,898,699,0
2020-11-08T18:15:00Z,Red Bull Bragantino-SP,Santos-SP,1,1,2020,20,128,113,933,711,1
2020-11-08T18:15:00Z,Atletico-MG,Flamengo-RJ,4,0,2020,20,985,772,1008,775,3
2020-11-08T18:15:00Z,Bahia-BA,Botafogo-RJ,1,0,2020,20,592,661,657,711,3
2020-11-08T20:30:00Z,Ceara-CE,Sport-PE,0,0,2020,20,253,274,590,733,1
2020-11-08T20:30:00Z,Fluminense-RJ,Gremio-RS,0,1,2020,20,862,824,909,649,0
2020-11-14T16:30:00Z,Sport-PE,Vasco da Gama-RJ,0,2,2020,21,590,735,546,681,0
2020-11-14T16:30:00Z,Santos-SP,Internacional-RS,2,0,2020,21,935,711,771,657,3
2020-11-14T17:00:00Z,Goias-GO,Atletico-PR,0,1,2020,21,405,496,775,668,0
2020-11-14T19:00:00Z,Gremio-RS,Ceara-CE,4,2,2020,21,913,651,255,278,3
2020-11-14T19:00:00Z,Fortaleza-CE,Sao Paulo-SP,2,3,2020,21,198,206,901,724,0
2020-11-14T19:00:00Z,Corinthians-SP,Atletico-MG,1,2,2020,21,853,638,987,773,0
2020-11-14T21:30:00Z,Flamengo-RJ,Atletico-GO,1,1,2020,21,1009,776,242,354,1
2020-11-14T21:30:00Z,Palmeiras-SP,Fluminense-RJ,2,0,2020,21,900,699,862,826,3
2020-11-16T18:00:00Z,Coritiba-PR,Bahia-BA,1,2,2020,21,552,652,594,662,0
2020-11-16T20:00:00Z,Botafogo-RJ,Red Bull Bragantino-SP,1,2,2020,21,658,713,130,114,0
2020-11-20T20:00:00Z,Red Bull Bragantino-SP,Bahia-BA,4,0,2020,22,134,114,594,666,3
2020-11-21T19:00:00Z,Atletico-PR,Santos-SP,1,0,2020,22,776,668,935,712,3
2020-11-21T19:00:00Z,Flamengo-RJ,Coritiba-PR,3,1,2020,22,1012,777,553,655,3
2020-11-21T21:00:00Z,Goias-GO,Palmeiras-SP,1,0,2020,22,406,496,900,700,3
2020-11-22T16:00:00Z,Sao Paulo-SP,Vasco da Gama-RJ,1,1,2020,22,902,725,547,682,1
2020-11-22T16:00:00Z,Ceara-CE,Atletico-MG,2,2,2020,22,257,280,989,775,1
2020-11-22T18:15:00Z,Botafogo-RJ,Fortaleza-CE,1,2,2020,22,659,715,200,207,0
2020-11-22T18:15:00Z,Internacional-RS,Fluminense-RJ,1,2,2020,22,772,659,864,827,0
2020-11-22T20:30:00Z,Corinthians-SP,Gremio-RS,0,0,2020,22,853,638,913,651,1
2020-11-23T20:00:00Z,Sport-PE,Atletico-GO,0,1,2020,22,590,736,243,354,0
2020-11-25T21:30:00Z,Atletico-MG,Botafogo-RJ,2,1,2020,23,991,776,660,717,3
2020-11-25T21:30:00Z,Coritiba-PR,Corinthians-SP,0,1,2020,23,553,656,854,638,0
2020-11-26T20:00:00Z,Fortaleza-CE,Goias-GO,1,1,2020,23,201,208,407,497,1
2020-11-28T17:00:00Z,Palmeiras-SP,Atletico-PR,3,0,2020,23,903,700,776,671,3
2020-11-28T17:00:00Z,Santos-SP,Sport-PE,4,2,2020,23,939,714,592,740,3
2020-11-28T19:00:00Z,Bahia-BA,Sao Paulo-SP,1,3,2020,23,595,669,905,726,0
2020-11-28T21:00:00Z,Atletico-GO,Internacional-RS,0,0,2020,23,243,354,772,659,1
2020-11-30T18:00:00Z,Vasco da Gama-RJ,Ceara-CE,1,4,2020,23,548,686,261,281,0
2020-11-30T20:00:00Z,Fluminense-RJ,Red Bull Bragantino-SP,0,0,2020,23,864,827,134,114,1
2021-01-28T20:00:00Z,Gremio-RS,Flamengo-RJ,2,4,2020,23,915,655,1016,779,0
2020-12-02T21:30:00Z,Fortaleza-CE,Corinthians-SP,0,0,2020,24,201,208,854,638,1
2020-12-05T17:00:00Z,Botafogo-RJ,Flamengo-RJ,0,1,2020,24,660,718,1017,779,0
2020-12-05T17:00:00Z,Santos-SP,Palmeiras-SP,2,2,2020,24,941,716,905,702,1
2020-12-05T19:00:00Z,Fluminense-RJ,Atletico-PR,3,1,2020,24,867,828,777,674,3
2020-12-05T19:00:00Z,Bahia-BA,Ceara-CE,0,2,2020,24,595,671,263,281,0
2020-12-05T21:00:00Z,Coritiba-PR,Red Bull Bragantino-SP,0,0,2020,24,553,656,134,114,1
2020-12-06T16:00:00Z,Gremio-RS,Vasco da Gama-RJ,4,0,2020,24,919,655,548,690,3
2020-12-06T16:00:00Z,Sao Paulo-SP,Sport-PE,1,0,2020,24,906,726,592,741,3
2020-12-06T18:15:00Z,Atletico-MG,Internacional-RS,2,2,2020,24,993,778,774,661,1
2020-12-07T20:00:00Z,Atletico-GO,Goias-GO,0,1,2020,24,243,355,408,497,0
2020-12-12T17:00:00Z,Red Bull Bragantino-SP,Fortaleza-CE,2,1,2020,25,136,115,202,210,3
2020-12-12T17:00:00Z,Atletico-PR,Atletico-MG,0,1,2020,25,777,675,994,778,0
2020-12-12T19:00:00Z,Palmeiras-SP,Bahia-BA,3,0,2020,25,908,702,595,674,3
2020-12-12T19:00:00Z,Internacional-RS,Botafogo-RJ,2,1,2020,25,776,662,661,720,3
2020-12-12T21:00:00Z,Ceara-CE,Atletico-GO,1,2,2020,25,264,283,245,356,0
2020-12-12T21:00:00Z,Goias-GO,Gremio-RS,0,0,2020,25,408,497,919,655,1
2020-12-13T16:00:00Z,Flamengo-RJ,Santos-SP,4,1,2020,25,1021,780,942,720,3
2020-12-13T18:15:00Z,Corinthians-SP,Sao Paulo-SP,1,0,2020,25,855,638,906,727,3
2020-12-13T18:15:00Z,Sport-PE,Coritiba-PR,1,0,2020,25,593,741,553,657,3
2020-12-13T20:30:00Z,Vasco da Gama-RJ,Fluminense-RJ,1,1,2020,25,549,691,868,829,1
2020-12-16T21:30:00Z,Sao Paulo-SP,Atletico-MG,3,0,2020,26,909,727,994,781,3
2020-12-16T21:30:00Z,Atletico-GO,Fluminense-RJ,2,1,2020,26,247,357,869,831,3
2020-12-19T19:00:00Z,Sport-PE,Gremio-RS,1,1,2020,26,594,742,920,656,1
2020-12-19T21:00:00Z,Internacional-RS,Palmeiras-SP,2,0,2020,26,778,662,908,704,3
2020-12-19T21:00:00Z,Coritiba-PR,Botafogo-RJ,1,2,2020,26,554,659,663,721,0
2020-12-20T16:00:00Z,Red Bull Bragantino-SP,Atletico-PR,0,1,2020,26,136,116,778,675,0
2020-12-20T16:00:00Z,Vasco da Gama-RJ,Santos-SP,1,0,2020,26,550,691,942,721,3
2020-12-20T18:15:00Z,Flamengo-RJ,Bahia-BA,4,3,2020,26,1025,783,598,678,3
2020-12-20T20:30:00Z,Fortaleza-CE,Ceara-CE,0,2,2020,26,202,212,266,283,0
2020-12-21T20:00:00Z,Corinthians-SP,Goias-GO,2,1,2020,26,857,639,409,499,3
2020-12-26T17:00:00Z,Atletico-MG,Coritiba-PR,2,0,2020,27,996,781,554,661,3
2020-12-26T19:00:00Z,Fortaleza-CE,Flamengo-RJ,0,0,2020,27,202,212,1025,783,1
2020-12-26T19:00:00Z,Goias-GO,Sport-PE,1,0,2020,27,410,499,594,743,3
2020-12-26T21:00:00Z,Fluminense-RJ,Sao Paulo-SP,1,2,2020,27,870,833,911,728,0
2020-12-27T16:00:00Z,Botafogo-RJ,Corinthians-SP,0,2,2020,27,663,723,859,639,0
2020-12-27T16:00:00Z,Bahia-BA,Internacional-RS,1,2,2020,27,599,680,780,663,0
2020-12-27T18:15:00Z,Palmeiras-SP,Red Bull Bragantino-SP,1,0,2020,27,909,704,136,117,3
2020-12-27T18:15:00Z,Santos-SP,Ceara-CE,1,1,2020,27,943,722,267,284,1
2020-12-27T18:15:00Z,Atletico-PR,Vasco da Gama-RJ,3,0,2020,27,781,675,550,694,3
2020-12-27T20:30:00Z,Gremio-RS,Atletico-GO,2,1,2020,27,922,657,248,359,3
2021-01-06T19:15:00Z,Botafogo-RJ,Atletico-PR,0,2,2020,28,663,725,783,675,0
2021-01-06T19:15:00Z,Gremio-RS,Bahia-BA,2,1,2020,28,924,658,600,682,3
2021-01-06T20:30:00Z,Coritiba-PR,Goias-GO,1,2,2020,28,555,663,412,500,0
2021-01-06T20:30:00Z,Sport-PE,Fortaleza-CE,1,0,2020,28,595,743,202,213,3
2021-01-06T21:30:00Z,Flamengo-RJ,Fluminense-RJ,1,2,2020,28,1026,785,872,834,0
2021-01-06T21:30:00Z,Red Bull Bragantino-SP,Sao Paulo-SP,4,2,2020,28,140,119,913,732,3
2021-01-07T19:00:00Z,Ceara-CE,Internacional-RS,0,2,2020,28,267,286,782,663,0
2021-01-07T21:00:00Z,Atletico-GO,Vasco da Gama-RJ,0,0,2020,28,248,359,550,694,1
2021-01-18T19:00:00Z,Palmeiras-SP,Corinthians-SP,4,0,2020,28,913,704,859,643,3
2021-01-26T20:00:00Z,Atletico-MG,Santos-SP,2,0,2020,28,998,781,943,724,3
2021-01-09T19:00:00Z,Coritiba-PR,Atletico-PR,0,0,2020,29,555,663,783,675,1
2021-01-09T19:00:00Z,Sport-PE,Palmeiras-SP,0,1,2020,29,595,744,914,704,0
2021-01-09T21:00:00Z,Fortaleza-CE,Gremio-RS,0,0,2020,29,202,213,924,658,1
2021-01-10T16:00:00Z,Flamengo-RJ,Ceara-CE,0,2,2020,29,1026,787,269,286,0
2021-01-10T16:00:00Z,Sao Paulo-SP,Santos-SP,0,1,2020,29,913,733,944,724,0
2021-01-10T18:15:00Z,Internacional-RS,Goias-GO,1,0,2020,29,783,663,412,501,3
2021-01-10T18:15:00Z,Atletico-GO,Bahia-BA,1,1,2020,29,249,360,601,683,1
2021-01-10T20:30:00Z,Vasco da Gama-RJ,Botafogo-RJ,3,0,2020,29,553,694,663,728,3
2021-01-11T20:00:00Z,Red Bull Bragantino-SP,Atletico-MG,2,2,2020,29,142,121,1000,783,1
2021-01-13T21:30:00Z,Corinthians-SP,Fluminense-RJ,5,0,2020,29,864,643,872,839,3
2021-01-15T21:30:00Z,Palmeiras-SP,Gremio-RS,1,1,2020,30,915,705,925,659,1
2021-01-16T19:00:00Z,Fluminense-RJ,Sport-PE,1,0,2020,30,873,839,595,745,3
2021-01-16T21:00:00Z,Vasco da Gama-RJ,Coritiba-PR,0,1,2020,30,553,695,556,663,0
2021-01-17T16:00:00Z,Santos-SP,Botafogo-RJ,2,1,2020,30,946,725,664,730,3
2021-01-17T16:00:00Z,Atletico-PR,Sao Paulo-SP,1,1,2020,30,784,676,914,734,1
2021-01-17T18:15:00Z,Atletico-MG,Atletico-GO,3,1,2020,30,1003,784,250,363,3
2021-01-17T20:30:00Z,Internacional-RS,Fortaleza-CE,4,2,2020,30,787,665,204,217,3
2021-01-17T20:30:00Z,Ceara-CE,Red Bull Bragantino-SP,1,2,2020,30,270,288,144,122,0
2021-01-18T20:00:00Z,Goias-GO,Flamengo-RJ,0,3,2020,30,412,504,1029,787,0
2021-01-28T19:00:00Z,Bahia-BA,Corinthians-SP,2,1,2020,30,603,684,865,645,3
2021-01-20T17:00:00Z,Botafogo-RJ,Atletico-GO,1,3,2020,31,665,733,253,364,0
2021-01-20T18:00:00Z,Bahia-BA,Atletico-PR,1,0,2020,31,604,684,784,677,3
2021-01-20T19:15:00Z,Gremio-RS,Atletico-MG,1,1,2020,31,926,660,1004,785,1
2021-01-20T20:30:00Z,Coritiba-PR,Fluminense-RJ,3,3,2020,31,559,666,876,842,1
2021-01-20T21:30:00Z,Sao Paulo-SP,Internacional-RS,1,5,2020,31,915,739,792,666,0
2021-01-20T21:30:00Z,Red Bull Bragantino-SP,Vasco da Gama-RJ,4,1,2020,31,148,123,554,699,3
2021-01-21T19:00:00Z,Goias-GO,Ceara-CE,0,4,2020,31,412,508,274,288,0
2021-01-21T19:00:00Z,Fortaleza-CE,Santos-SP,2,0,2020,31,206,217,946,727,3
2021-01-21T19:00:00Z,Flamengo-RJ,Palmeiras-SP,2,0,2020,31,1031,787,915,707,3
2021-01-21T21:00:00Z,Corinthians-SP,Sport-PE,3,0,2020,31,868,645,595,748,3
2021-01-23T19:00:00Z,Sao Paulo-SP,Coritiba-PR,1,1,2020,32,916,740,560,667,1
2021-01-23T21:00:00Z,Vasco da Gama-RJ,Atletico-MG,3,2,2020,32,557,701,1006,788,3
2021-01-24T16:00:00Z,Atletico-PR,Flamengo-RJ,2,1,2020,32,786,678,1032,789,3
2021-01-24T16:00:00Z,Ceara-CE,Palmeiras-SP,2,1,2020,32,276,289,916,709,3
2021-01-24T16:00:00Z,Internacional-RS,Gremio-RS,2,1,2020,32,794,667,927,662,3
2021-01-24T18:15:00Z,Sport-PE,Bahia-BA,2,0,2020,32,597,748,604,686,3
2021-01-24T18:15:00Z,Atletico-GO,Fortaleza-CE,2,0,2020,32,255,364,206,219,3
2021-01-24T18:15:00Z,Santos-SP,Goias-GO,3,4,2020,32,949,731,416,511,0
2021-01-24T20:30:00Z,Fluminense-RJ,Botafogo-RJ,2,0,2020,32,878,842,665,735,3
2021-01-25T20:00:00Z,Corinthians-SP,Red Bull Bragantino-SP,0,2,2020,32,868,647,150,123,0
2021-01-31T16:00:00Z,Coritiba-PR,Gremio-RS,1,1,2020,33,561,668,928,663,1
2021-01-31T16:00:00Z,Ceara-CE,Atletico-PR,0,2,2020,33,276,291,788,678,0
2021-01-31T16:00:00Z,Atletico-GO,Sao Paulo-SP,2,1,2020,33,257,365,917,742,3
2021-01-31T16:00:00Z,Vasco da Gama-RJ,Bahia-BA,0,0,2020,33,557,701,604,686,1
2021-01-31T17:00:00Z,Atletico-MG,Fortaleza-CE,2,0,2020,33,1008,788,206,221,3
2021-01-31T18:15:00Z,Internacional-RS,Red Bull Bragantino-SP,2,1,2020,33,796,668,151,125,3
2021-01-31T20:30:00Z,Fluminense-RJ,Goias-GO,3,0,2020,33,881,842,416,514,3
2021-02-01T20:00:00Z,Sport-PE,Flamengo-RJ,0,3,2020,33,597,751,1035,789,0
2021-02-02T16:00:00Z,Palmeiras-SP,Botafogo-RJ,1,1,2020,33,917,710,666,736,1
2021-02-17T19:00:00Z,Santos-SP,Corinthians-SP,1,0,2020,33,950,731,868,648,3
2021-02-03T16:00:00Z,Gremio-RS,Santos-SP,3,3,2020,34,931,666,953,734,1
2021-02-03T19:15:00Z,Red Bull Bragantino-SP,Atletico-GO,2,0,2020,34,153,125,257,367,3
2021-02-03T21:30:00Z,Bahia-BA,Fluminense-RJ,0,1,2020,34,604,687,882,842,0
2021-02-03T21:30:00Z,Goias-GO,Atletico-MG,1,0,2020,34,417,514,1008,789,3
2021-02-03T21:30:00Z,Corinthians-SP,Ceara-CE,2,1,2020,34,870,649,277,293,3
2021-02-04T18:30:00Z,Fortaleza-CE,Coritiba-PR,3,1,2020,34,209,222,562,671,3
2021-02-04T21:00:00Z,Flamengo-RJ,Vasco da Gama-RJ,2,0,2020,34,1037,789,557,703,3
2021-02-04T21:00:00Z,Atletico-PR,Internacional-RS,0,0,2020,34,788,678,796,668,1
2021-02-05T20:00:00Z,Botafogo-RJ,Sport-PE,0,1,2020,34,666,737,598,751,0
2021-02-19T21:30:00Z,Sao Paulo-SP,Palmeiras-SP,1,1,2020,34,918,743,918,711,1
2021-02-06T19:00:00Z,Bahia-BA,Goias-GO,3,3,2020,35,607,690,420,517,1
2021-02-06T21:00:00Z,Atletico-GO,Santos-SP,1,1,2020,35,258,368,954,735,1
2021-02-07T20:30:00Z,Red Bull Bragantino-SP,Flamengo-RJ,1,1,2020,35,154,126,1038,790,1
2021-02-08T20:00:00Z,Botafogo-RJ,Gremio-RS,2,5,2020,35,668,742,936,668,0
2021-02-10T19:00:00Z,Internacional-RS,Sport-PE,1,2,2020,35,797,670,600,752,0
2021-02-10T19:15:00Z,Fortaleza-CE,Vasco da Gama-RJ,3,0,2020,35,212,222,557,706,3
2021-02-10T21:00:00Z,Sao Paulo-SP,Ceara-CE,1,1,2020,35,919,744,278,294,1
2021-02-10T21:30:00Z,Corinthians-SP,Atletico-PR,3,3,2020,35,873,652,791,681,1
2021-02-10T21:30:00Z,Fluminense-RJ,Atletico-MG,0,0,2020,35,882,842,1008,789,1
2021-02-17T19:30:00Z,Coritiba-PR,Palmeiras-SP,1,0,2020,35,563,671,918,712,3
2021-02-13T17:00:00Z,Goias-GO,Botafogo-RJ,2,0,2020,36,422,517,668,744,3
2021-02-13T19:00:00Z,Atletico-MG,Bahia-BA,1,1,2020,36,1009,790,608,691,1
2021-02-13T19:00:00Z,Santos-SP,Coritiba-PR,2,0,2020,36,956,735,563,673,3
2021-02-14T16:00:00Z,Vasco da Gama-RJ,Internacional-RS,0,2,2020,36,557,708,799,670,0
2021-02-14T16:00:00Z,Flamengo-RJ,Corinthians-SP,2,1,2020,36,1040,791,874,654,3
2021-02-14T18:15:00Z,Palmeiras-SP,Fortaleza-CE,3,0,2020,36,921,712,212,225,3
2021-02-14T18:15:00Z,Atletico-PR,Atletico-GO,2,1,2020,36,793,682,259,370,3
2021-02-14T20:30:00Z,Gremio-RS,Sao Paulo-SP,1,2,2020,36,937,670,921,745,0
2021-02-15T18:00:00Z,Ceara-CE,Fluminense-RJ,1,3,2020,36,279,297,885,843,0
2021-02-15T20:00:00Z,Sport-PE,Red Bull Bragantino-SP,0,0,2020,36,600,752,154,126,1
2021-02-20T18:30:00Z,Coritiba-PR,Ceara-CE,0,2,2020,37,563,675,281,297,0
2021-02-20T21:00:00Z,Fortaleza-CE,Bahia-BA,0,4,2020,37,212,229,612,691,0
2021-02-21T16:00:00Z,Flamengo-RJ,Internacional-RS,2,1,2020,37,1042,792,800,672,3
2021-02-21T16:00:00Z,Corinthians-SP,Vasco da Gama-RJ,0,0,2020,37,874,654,557,708,1
2021-02-21T16:00:00Z,Sport-PE,Atletico-MG,2,3,2020,37,602,755,1012,792,0
2021-02-21T18:15:00Z,Santos-SP,Fluminense-RJ,1,1,2020,37,957,736,886,844,1
2021-02-21T18:15:00Z,Gremio-RS,Atletico-PR,1,0,2020,37,938,670,793,683,3
2021-02-21T20:30:00Z,Goias-GO,Red Bull Bragantino-SP,0,0,2020,37,422,517,154,126,1
2021-02-22T18:00:00Z,Palmeiras-SP,Atletico-GO,1,1,2020,37,922,713,260,371,1
2021-02-22T20:00:00Z,Botafogo-RJ,Sao Paulo-SP,1,0,2020,37,669,744,921,746,3
